datetime,owner_id,timestamp_raw,consumption,reactive_import,reactive_capacitive,generation,reactive_import_out,reactive_capacitive_out,multiplier,rir,rcr,status,additional_consumption,additional_generation,owner_serno
2023-01-01 00:00:00,00000008130,20230101000000,0.325,0.046,0.014,0.0,0.0,0.0,1.0,14.15,4.31,4,0.0,0.0,589398
2023-01-01 01:00:00,00000008130,20230101010000,0.151,0.048,0.014,0.0,0.0,0.0,1.0,31.79,9.27,4,0.0,0.0,589398
2023-01-01 02:00:00,00000008130,20230101020000,0.052,0.034,0.02,0.0,0.0,0.0,1.0,65.38,38.46,4,0.0,0.0,589398
2023-01-01 03:00:00,00000008130,20230101030000,0.073,0.035,0.017,0.0,0.0,0.0,1.0,47.95,23.29,4,0.0,0.0,589398
2023-01-01 04:00:00,00000008130,20230101040000,0.115,0.035,0.014,0.0,0.0,0.0,1.0,30.43,12.17,4,0.0,0.0,589398
2023-01-01 05:00:00,00000008130,20230101050000,0.089,0.035,0.01,0.0,0.0,0.0,1.0,39.33,11.24,4,0.0,0.0,589398
2023-01-01 06:00:00,00000008130,20230101060000,0.096,0.045,0.01,0.0,0.0,0.0,1.0,46.88,10.42,4,0.0,0.0,589398
2023-01-01 07:00:00,00000008130,20230101070000,0.104,0.048,0.012,0.0,0.0,0.0,1.0,46.15,11.54,4,0.0,0.0,589398
2023-01-01 08:00:00,00000008130,20230101080000,0.104,0.047,0.009,0.0,0.0,0.0,1.0,45.19,8.65,4,0.0,0.0,589398
2023-01-01 09:00:00,00000008130,20230101090000,0.105,0.049,0.009,0.0,0.0,0.0,1.0,46.67,8.57,4,0.0,0.0,589398
2023-01-01 10:00:00,00000008130,20230101100000,0.123,0.048,0.019,0.0,0.0,0.0,1.0,39.02,15.45,4,0.0,0.0,589398
2023-01-01 11:00:00,00000008130,20230101110000,0.338,0.043,0.014,0.0,0.0,0.0,1.0,12.72,4.14,4,0.0,0.0,589398
2023-01-01 12:00:00,00000008130,20230101120000,0.106,0.043,0.015,0.0,0.0,0.0,1.0,40.57,14.15,4,0.0,0.0,589398
2023-01-01 13:00:00,00000008130,20230101130000,0.079,0.043,0.014,0.0,0.0,0.0,1.0,54.43,17.72,4,0.0,0.0,589398
2023-01-01 14:00:00,00000008130,20230101140000,0.114,0.048,0.006,0.0,0.0,0.0,1.0,42.11,5.26,4,0.0,0.0,589398
2023-01-01 15:00:00,00000008130,20230101150000,0.192,0.107,0.005,0.0,0.0,0.0,1.0,55.73,2.6,4,0.0,0.0,589398
2023-01-01 16:00:00,00000008130,20230101160000,0.112,0.048,0.006,0.0,0.0,0.0,1.0,42.86,5.36,4,0.0,0.0,589398
2023-01-01 17:00:00,00000008130,20230101170000,0.144,0.045,0.014,0.0,0.0,0.0,1.0,31.25,9.72,4,0.0,0.0,589398
2023-01-01 18:00:00,00000008130,20230101180000,0.104,0.032,0.003,0.0,0.0,0.0,1.0,30.77,2.88,4,0.0,0.0,589398
2023-01-01 19:00:00,00000008130,20230101190000,0.096,0.027,0.004,0.0,0.0,0.0,1.0,28.12,4.17,4,0.0,0.0,589398
2023-01-01 20:00:00,00000008130,20230101200000,0.091,0.027,0.006,0.0,0.0,0.0,1.0,29.67,6.59,4,0.0,0.0,589398
2023-01-01 21:00:00,00000008130,20230101210000,0.097,0.043,0.009,0.0,0.0,0.0,1.0,44.33,9.28,4,0.0,0.0,589398
2023-01-01 22:00:00,00000008130,20230101220000,0.278,0.043,0.022,0.0,0.0,0.0,1.0,15.47,7.91,4,0.0,0.0,589398
2023-01-01 23:00:00,00000008130,20230101230000,0.149,0.04,0.023,0.0,0.0,0.0,1.0,26.85,15.44,4,0.0,0.0,589398
2023-01-02 00:00:00,00000008130,20230102000000,0.131,0.045,0.009,0.0,0.0,0.0,1.0,34.35,6.87,4,0.0,0.0,589398
2023-01-02 01:00:00,00000008130,20230102010000,0.118,0.047,0.008,0.0,0.0,0.0,1.0,39.83,6.78,4,0.0,0.0,589398
2023-01-02 02:00:00,00000008130,20230102020000,0.104,0.049,0.007,0.0,0.0,0.0,1.0,47.12,6.73,4,0.0,0.0,589398
2023-01-02 03:00:00,00000008130,20230102030000,0.104,0.049,0.008,0.0,0.0,0.0,1.0,47.12,7.69,4,0.0,0.0,589398
2023-01-02 04:00:00,00000008130,20230102040000,0.091,0.049,0.012,0.0,0.0,0.0,1.0,53.85,13.19,4,0.0,0.0,589398
2023-01-02 05:00:00,00000008130,20230102050000,0.098,0.048,0.009,0.0,0.0,0.0,1.0,48.98,9.18,4,0.0,0.0,589398
2023-01-02 06:00:00,00000008130,20230102060000,0.072,0.044,0.013,0.0,0.0,0.0,1.0,61.11,18.06,4,0.0,0.0,589398
2023-01-02 07:00:00,00000008130,20230102070000,0.328,0.045,0.028,0.0,0.0,0.0,1.0,13.72,8.54,4,0.0,0.0,589398
2023-01-02 08:00:00,00000008130,20230102080000,0.132,0.045,0.012,0.0,0.0,0.0,1.0,34.09,9.09,4,0.0,0.0,589398
2023-01-02 09:00:00,00000008130,20230102090000,0.106,0.04,0.011,0.0,0.0,0.0,1.0,37.74,10.38,4,0.0,0.0,589398
2023-01-02 10:00:00,00000008130,20230102100000,0.075,0.028,0.007,0.0,0.0,0.0,1.0,37.33,9.33,4,0.0,0.0,589398
2023-01-02 11:00:00,00000008130,20230102110000,0.071,0.028,0.007,0.0,0.0,0.0,1.0,39.44,9.86,4,0.0,0.0,589398
2023-01-02 12:00:00,00000008130,20230102120000,0.088,0.042,0.007,0.0,0.0,0.0,1.0,47.73,7.95,4,0.0,0.0,589398
2023-01-02 13:00:00,00000008130,20230102130000,0.105,0.049,0.005,0.0,0.0,0.0,1.0,46.67,4.76,4,0.0,0.0,589398
2023-01-02 14:00:00,00000008130,20230102140000,0.105,0.048,0.004,0.0,0.0,0.0,1.0,45.71,3.81,4,0.0,0.0,589398
2023-01-02 15:00:00,00000008130,20230102150000,0.1,0.049,0.005,0.0,0.0,0.0,1.0,49.0,5.0,4,0.0,0.0,589398
2023-01-02 16:00:00,00000008130,20230102160000,0.078,0.049,0.012,0.0,0.0,0.0,1.0,62.82,15.38,4,0.0,0.0,589398
2023-01-02 17:00:00,00000008130,20230102170000,0.154,0.046,0.019,0.0,0.0,0.0,1.0,29.87,12.34,4,0.0,0.0,589398
