datetime,owner_id,timestamp_raw,consumption,reactive_import,reactive_capacitive,generation,reactive_import_out,reactive_capacitive_out,multiplier,rir,rcr,status,additional_consumption,additional_generation,owner_serno
2023-01-01 00:00:00,00000058650,20230101000000,0.318,0.0,0.049,0.0,0.0,0.0,1.0,0.0,15.41,4,0.0,0.0,589394
2023-01-01 01:00:00,00000058650,20230101010000,0.175,0.0,0.039,0.0,0.0,0.0,1.0,0.0,22.29,4,0.0,0.0,589394
2023-01-01 02:00:00,00000058650,20230101020000,0.101,0.0,0.033,0.0,0.0,0.0,1.0,0.0,32.67,4,0.0,0.0,589394
2023-01-01 03:00:00,00000058650,20230101030000,0.101,0.0,0.032,0.0,0.0,0.0,1.0,0.0,31.68,4,0.0,0.0,589394
2023-01-01 04:00:00,00000058650,20230101040000,0.113,0.0,0.03,0.0,0.0,0.0,1.0,0.0,26.55,4,0.0,0.0,589394
2023-01-01 05:00:00,00000058650,20230101050000,0.091,0.0,0.034,0.0,0.0,0.0,1.0,0.0,37.36,4,0.0,0.0,589394
2023-01-01 06:00:00,00000058650,20230101060000,0.094,0.0,0.033,0.0,0.0,0.0,1.0,0.0,35.11,4,0.0,0.0,589394
2023-01-01 07:00:00,00000058650,20230101070000,0.093,0.0,0.033,0.0,0.0,0.0,1.0,0.0,35.48,4,0.0,0.0,589394
2023-01-01 08:00:00,00000058650,20230101080000,0.183,0.0,0.046,0.0,0.0,0.0,1.0,0.0,25.14,4,0.0,0.0,589394
2023-01-01 09:00:00,00000058650,20230101090000,0.263,0.0,0.051,0.0,0.0,0.0,1.0,0.0,19.39,4,0.0,0.0,589394
2023-01-01 10:00:00,00000058650,20230101100000,0.254,0.0,0.051,0.0,0.0,0.0,1.0,0.0,20.08,4,0.0,0.0,589394
2023-01-01 11:00:00,00000058650,20230101110000,0.257,0.0,0.05,0.0,0.0,0.0,1.0,0.0,19.46,4,0.0,0.0,589394
2023-01-01 12:00:00,00000058650,20230101120000,0.286,0.0,0.056,0.0,0.0,0.0,1.0,0.0,19.58,4,0.0,0.0,589394
2023-01-01 13:00:00,00000058650,20230101130000,0.25,0.0,0.052,0.0,0.0,0.0,1.0,0.0,20.8,4,0.0,0.0,589394
2023-01-01 14:00:00,00000058650,20230101140000,0.247,0.0,0.052,0.0,0.0,0.0,1.0,0.0,21.05,4,0.0,0.0,589394
2023-01-01 15:00:00,00000058650,20230101150000,0.246,0.0,0.053,0.0,0.0,0.0,1.0,0.0,21.54,4,0.0,0.0,589394
