datetime,owner_id,timestamp_raw,consumption,reactive_import,reactive_capacitive,generation,reactive_import_out,reactive_capacitive_out,multiplier,rir,rcr,status,additional_consumption,additional_generation,owner_serno
2023-01-01 00:00:00,00000003550,20230101000000,0.32,0.0,0.09,0.0,0.0,0.0,1.0,0.0,28.12,4,0.0,0.0,589251
2023-01-01 01:00:00,00000003550,20230101010000,0.375,0.02,0.008,0.0,0.0,0.0,1.0,5.33,2.13,4,0.0,0.0,589251
2023-01-01 02:00:00,00000003550,20230101020000,0.9,0.009,0.096,0.0,0.0,0.0,1.0,1.0,10.67,4,0.0,0.0,589251
2023-01-01 03:00:00,00000003550,20230101030000,3.768,0.0,0.245,0.0,0.0,0.0,1.0,0.0,6.5,4,0.0,0.0,589251
2023-01-01 04:00:00,00000003550,20230101040000,0.366,0.018,0.019,0.0,0.0,0.0,1.0,4.92,5.19,4,0.0,0.0,589251
2023-01-01 05:00:00,00000003550,20230101050000,0.208,0.021,0.0,0.0,0.0,0.0,1.0,10.1,0.0,4,0.0,0.0,589251
2023-01-01 06:00:00,00000003550,20230101060000,2.853,0.006,0.131,0.0,0.0,0.0,1.0,0.21,4.59,4,0.0,0.0,589251
2023-01-01 07:00:00,00000003550,20230101070000,2.736,0.004,0.179,0.0,0.0,0.0,1.0,0.15,6.54,4,0.0,0.0,589251
2023-01-01 08:00:00,00000003550,20230101080000,0.166,0.017,0.04,0.0,0.0,0.0,1.0,10.24,24.1,4,0.0,0.0,589251
2023-01-01 09:00:00,00000003550,20230101090000,0.364,0.014,0.027,0.0,0.0,0.0,1.0,3.85,7.42,4,0.0,0.0,589251
2023-01-01 10:00:00,00000003550,20230101100000,4.239,0.0,0.21,0.0,0.0,0.0,1.0,0.0,4.95,4,0.0,0.0,589251
2023-01-01 11:00:00,00000003550,20230101110000,1.274,0.002,0.186,0.0,0.0,0.0,1.0,0.16,14.6,4,0.0,0.0,589251
2023-01-01 12:00:00,00000003550,20230101120000,0.436,0.016,0.0,0.0,0.0,0.0,1.0,3.67,0.0,4,0.0,0.0,589251
2023-01-01 13:00:00,00000003550,20230101130000,0.203,0.019,0.0,0.0,0.0,0.0,1.0,9.36,0.0,4,0.0,0.0,589251
2023-01-01 14:00:00,00000003550,20230101140000,0.363,0.02,0.0,0.0,0.0,0.0,1.0,5.51,0.0,4,0.0,0.0,589251
2023-01-01 15:00:00,00000003550,20230101150000,0.362,0.019,0.0,0.0,0.0,0.0,1.0,5.25,0.0,4,0.0,0.0,589251
2023-01-01 16:00:00,00000003550,20230101160000,0.431,0.013,0.0,0.0,0.0,0.0,1.0,3.02,0.0,4,0.0,0.0,589251
2023-01-01 17:00:00,00000003550,20230101170000,2.44,0.002,0.133,0.0,0.0,0.0,1.0,0.08,5.45,4,0.0,0.0,589251
2023-01-01 18:00:00,00000003550,20230101180000,1.154,0.0,0.171,0.0,0.0,0.0,1.0,0.0,14.82,4,0.0,0.0,589251
2023-01-01 19:00:00,00000003550,20230101190000,0.498,0.0,0.039,0.0,0.0,0.0,1.0,0.0,7.83,4,0.0,0.0,589251
2023-01-01 20:00:00,00000003550,20230101200000,0.332,0.0,0.042,0.0,0.0,0.0,1.0,0.0,12.65,4,0.0,0.0,589251
2023-01-01 21:00:00,00000003550,20230101210000,0.771,0.002,0.014,0.0,0.0,0.0,1.0,0.26,1.82,4,0.0,0.0,589251
2023-01-01 22:00:00,00000003550,20230101220000,0.344,0.0,0.047,0.0,0.0,0.0,1.0,0.0,13.66,4,0.0,0.0,589251
2023-01-01 23:00:00,00000003550,20230101230000,0.336,0.001,0.044,0.0,0.0,0.0,1.0,0.3,13.1,4,0.0,0.0,589251
2023-01-02 00:00:00,00000003550,20230102000000,0.244,0.017,0.0,0.0,0.0,0.0,1.0,6.97,0.0,4,0.0,0.0,589251
2023-01-02 01:00:00,00000003550,20230102010000,1.647,0.007,0.172,0.0,0.0,0.0,1.0,0.43,10.44,4,0.0,0.0,589251
2023-01-02 02:00:00,00000003550,20230102020000,3.802,0.0,0.183,0.0,0.0,0.0,1.0,0.0,4.81,4,0.0,0.0,589251
2023-01-02 03:00:00,00000003550,20230102030000,2.903,0.002,0.156,0.0,0.0,0.0,1.0,0.07,5.37,4,0.0,0.0,589251
2023-01-02 04:00:00,00000003550,20230102040000,0.228,0.023,0.0,0.0,0.0,0.0,1.0,10.09,0.0,4,0.0,0.0,589251
2023-01-02 05:00:00,00000003550,20230102050000,0.479,0.021,0.016,0.0,0.0,0.0,1.0,4.38,3.34,4,0.0,0.0,589251
2023-01-02 06:00:00,00000003550,20230102060000,3.808,0.0,0.19,0.0,0.0,0.0,1.0,0.0,4.99,4,0.0,0.0,589251
2023-01-02 07:00:00,00000003550,20230102070000,2.981,0.0,0.211,0.0,0.0,0.0,1.0,0.0,7.08,4,0.0,0.0,589251
2023-01-02 08:00:00,00000003550,20230102080000,1.245,0.005,0.112,0.0,0.0,0.0,1.0,0.4,9.0,4,0.0,0.0,589251
2023-01-02 09:00:00,00000003550,20230102090000,0.727,0.016,0.019,0.0,0.0,0.0,1.0,2.2,2.61,4,0.0,0.0,589251
2023-01-02 10:00:00,00000003550,20230102100000,3.595,0.002,0.17,0.0,0.0,0.0,1.0,0.06,4.73,4,0.0,0.0,589251
2023-01-02 11:00:00,00000003550,20230102110000,2.234,0.005,0.107,0.0,0.0,0.0,1.0,0.22,4.79,4,0.0,0.0,589251
2023-01-02 12:00:00,00000003550,20230102120000,0.279,0.014,0.048,0.0,0.0,0.0,1.0,5.02,17.2,4,0.0,0.0,589251
2023-01-02 13:00:00,00000003550,20230102130000,0.444,0.015,0.036,0.0,0.0,0.0,1.0,3.38,8.11,4,0.0,0.0,589251
2023-01-02 14:00:00,00000003550,20230102140000,1.331,0.031,0.019,0.0,0.0,0.0,1.0,2.33,1.43,4,0.0,0.0,589251
2023-01-02 15:00:00,00000003550,20230102150000,4.044,0.0,0.168,0.0,0.0,0.0,1.0,0.0,4.15,4,0.0,0.0,589251
2023-01-02 16:00:00,00000003550,20230102160000,1.652,0.007,0.092,0.0,0.0,0.0,1.0,0.42,5.57,4,0.0,0.0,589251
2023-01-02 17:00:00,00000003550,20230102170000,0.189,0.017,0.022,0.0,0.0,0.0,1.0,8.99,11.64,4,0.0,0.0,589251
2023-01-02 18:00:00,00000003550,20230102180000,0.185,0.02,0.0,0.0,0.0,0.0,1.0,10.81,0.0,4,0.0,0.0,589251
2023-01-02 19:00:00,00000003550,20230102190000,0.178,0.019,0.0,0.0,0.0,0.0,1.0,10.67,0.0,4,0.0,0.0,589251
2023-01-02 20:00:00,00000003550,20230102200000,0.31,0.013,0.048,0.0,0.0,0.0,1.0,4.19,15.48,4,0.0,0.0,589251
2023-01-02 21:00:00,00000003550,20230102210000,0.133,0.013,0.051,0.0,0.0,0.0,1.0,9.77,38.35,4,0.0,0.0,589251
2023-01-02 22:00:00,00000003550,20230102220000,0.14,0.015,0.044,0.0,0.0,0.0,1.0,10.71,31.43,4,0.0,0.0,589251
2023-01-02 23:00:00,00000003550,20230102230000,0.147,0.016,0.037,0.0,0.0,0.0,1.0,10.88,25.17,4,0.0,0.0,589251
2023-01-03 00:00:00,00000003550,20230103000000,0.158,0.015,0.047,0.0,0.0,0.0,1.0,9.49,29.75,4,0.0,0.0,589251
2023-01-03 01:00:00,00000003550,20230103010000,0.214,0.013,0.065,0.0,0.0,0.0,1.0,6.07,30.37,4,0.0,0.0,589251
2023-01-03 02:00:00,00000003550,20230103020000,0.354,0.023,0.0,0.0,0.0,0.0,1.0,6.5,0.0,4,0.0,0.0,589251
2023-01-03 03:00:00,00000003550,20230103030000,0.138,0.016,0.053,0.0,0.0,0.0,1.0,11.59,38.41,4,0.0,0.0,589251
2023-01-03 04:00:00,00000003550,20230103040000,0.14,0.017,0.049,0.0,0.0,0.0,1.0,12.14,35.0,4,0.0,0.0,589251
2023-01-03 05:00:00,00000003550,20230103050000,0.142,0.017,0.047,0.0,0.0,0.0,1.0,11.97,33.1,4,0.0,0.0,589251
2023-01-03 06:00:00,00000003550,20230103060000,0.137,0.016,0.051,0.0,0.0,0.0,1.0,11.68,37.23,4,0.0,0.0,589251
2023-01-03 07:00:00,00000003550,20230103070000,0.132,0.014,0.055,0.0,0.0,0.0,1.0,10.61,41.67,4,0.0,0.0,589251
2023-01-03 08:00:00,00000003550,20230103080000,0.151,0.014,0.06,0.0,0.0,0.0,1.0,9.27,39.74,4,0.0,0.0,589251
2023-01-03 09:00:00,00000003550,20230103090000,0.209,0.012,0.06,0.0,0.0,0.0,1.0,5.74,28.71,4,0.0,0.0,589251
2023-01-03 10:00:00,00000003550,20230103100000,0.317,0.02,0.0,0.0,0.0,0.0,1.0,6.31,0.0,4,0.0,0.0,589251
2023-01-03 11:00:00,00000003550,20230103110000,0.176,0.014,0.054,0.0,0.0,0.0,1.0,7.95,30.68,4,0.0,0.0,589251
2023-01-03 12:00:00,00000003550,20230103120000,0.095,0.013,0.059,0.0,0.0,0.0,1.0,13.68,62.11,4,0.0,0.0,589251
2023-01-03 13:00:00,00000003550,20230103130000,0.094,0.014,0.059,0.0,0.0,0.0,1.0,14.89,62.77,4,0.0,0.0,589251
2023-01-03 14:00:00,00000003550,20230103140000,0.093,0.014,0.061,0.0,0.0,0.0,1.0,15.05,65.59,4,0.0,0.0,589251
2023-01-03 15:00:00,00000003550,20230103150000,0.093,0.013,0.062,0.0,0.0,0.0,1.0,13.98,66.67,4,0.0,0.0,589251
2023-01-03 16:00:00,00000003550,20230103160000,1.675,0.011,0.144,0.0,0.0,0.0,1.0,0.66,8.6,4,0.0,0.0,589251
2023-01-03 17:00:00,00000003550,20230103170000,4.279,0.0,0.211,0.0,0.0,0.0,1.0,0.0,4.93,4,0.0,0.0,589251
2023-01-03 18:00:00,00000003550,20230103180000,2.192,0.0,0.075,0.0,0.0,0.0,1.0,0.0,3.42,4,0.0,0.0,589251
2023-01-03 19:00:00,00000003550,20230103190000,0.612,0.0,0.02,0.0,0.0,0.0,1.0,0.0,3.27,4,0.0,0.0,589251
2023-01-03 20:00:00,00000003550,20230103200000,0.728,0.001,0.0,0.0,0.0,0.0,1.0,0.14,0.0,4,0.0,0.0,589251
2023-01-03 21:00:00,00000003550,20230103210000,0.75,0.0,0.055,0.0,0.0,0.0,1.0,0.0,7.33,4,0.0,0.0,589251
2023-01-03 22:00:00,00000003550,20230103220000,1.227,0.0,0.058,0.0,0.0,0.0,1.0,0.0,4.73,4,0.0,0.0,589251
2023-01-03 23:00:00,00000003550,20230103230000,3.516,0.0,0.284,0.0,0.0,0.0,1.0,0.0,8.08,4,0.0,0.0,589251
2023-01-04 00:00:00,00000003550,20230104000000,2.925,0.001,0.113,0.0,0.0,0.0,1.0,0.03,3.86,4,0.0,0.0,589251
2023-01-04 01:00:00,00000003550,20230104010000,1.182,0.022,0.0,0.0,0.0,0.0,1.0,1.86,0.0,4,0.0,0.0,589251
2023-01-04 02:00:00,00000003550,20230104020000,0.228,0.022,0.001,0.0,0.0,0.0,1.0,9.65,0.44,4,0.0,0.0,589251
2023-01-04 03:00:00,00000003550,20230104030000,4.083,0.0,0.205,0.0,0.0,0.0,1.0,0.0,5.02,4,0.0,0.0,589251
2023-01-04 04:00:00,00000003550,20230104040000,1.22,0.012,0.058,0.0,0.0,0.0,1.0,0.98,4.75,4,0.0,0.0,589251
2023-01-04 05:00:00,00000003550,20230104050000,0.45,0.009,0.013,0.0,0.0,0.0,1.0,2.0,2.89,4,0.0,0.0,589251
2023-01-04 06:00:00,00000003550,20230104060000,0.186,0.053,0.018,0.0,0.0,0.0,1.0,28.49,9.68,4,0.0,0.0,589251
2023-01-04 07:00:00,00000003550,20230104070000,0.155,0.139,0.001,0.0,0.0,0.0,1.0,89.68,0.65,4,0.0,0.0,589251
2023-01-04 08:00:00,00000003550,20230104080000,0.145,0.146,0.0,0.0,0.0,0.0,1.0,100.69,0.0,4,0.0,0.0,589251
2023-01-04 09:00:00,00000003550,20230104090000,0.141,0.146,0.0,0.0,0.0,0.0,1.0,103.55,0.0,4,0.0,0.0,589251
2023-01-04 10:00:00,00000003550,20230104100000,0.102,0.104,0.009,0.0,0.0,0.0,1.0,101.96,8.82,4,0.0,0.0,589251
2023-01-04 11:00:00,00000003550,20230104110000,0.112,0.117,0.006,0.0,0.0,0.0,1.0,104.46,5.36,4,0.0,0.0,589251
2023-01-04 12:00:00,00000003550,20230104120000,0.102,0.105,0.008,0.0,0.0,0.0,1.0,102.94,7.84,4,0.0,0.0,589251
2023-01-04 13:00:00,00000003550,20230104130000,0.097,0.102,0.009,0.0,0.0,0.0,1.0,105.15,9.28,4,0.0,0.0,589251
2023-01-04 14:00:00,00000003550,20230104140000,0.161,0.06,0.017,0.0,0.0,0.0,1.0,37.27,10.56,4,0.0,0.0,589251
2023-01-04 15:00:00,00000003550,20230104150000,0.148,0.147,0.0,0.0,0.0,0.0,1.0,99.32,0.0,4,0.0,0.0,589251
2023-01-04 16:00:00,00000003550,20230104160000,0.135,0.142,0.001,0.0,0.0,0.0,1.0,105.19,0.74,4,0.0,0.0,589251
2023-01-04 17:00:00,00000003550,20230104170000,0.104,0.108,0.008,0.0,0.0,0.0,1.0,103.85,7.69,4,0.0,0.0,589251
2023-01-04 18:00:00,00000003550,20230104180000,0.093,0.091,0.01,0.0,0.0,0.0,1.0,97.85,10.75,4,0.0,0.0,589251
2023-01-04 19:00:00,00000003550,20230104190000,0.089,0.086,0.01,0.0,0.0,0.0,1.0,96.63,11.24,4,0.0,0.0,589251
2023-01-04 20:00:00,00000003550,20230104200000,0.086,0.085,0.012,0.0,0.0,0.0,1.0,98.84,13.95,4,0.0,0.0,589251
2023-01-04 21:00:00,00000003550,20230104210000,0.1,0.076,0.013,0.0,0.0,0.0,1.0,76.0,13.0,4,0.0,0.0,589251
2023-01-04 22:00:00,00000003550,20230104220000,0.167,0.087,0.011,0.0,0.0,0.0,1.0,52.1,6.59,4,0.0,0.0,589251
2023-01-04 23:00:00,00000003550,20230104230000,0.143,0.146,0.0,0.0,0.0,0.0,1.0,102.1,0.0,4,0.0,0.0,589251
2023-01-05 00:00:00,00000003550,20230105000000,0.094,0.098,0.01,0.0,0.0,0.0,1.0,104.26,10.64,4,0.0,0.0,589251
2023-01-05 01:00:00,00000003550,20230105010000,0.091,0.094,0.011,0.0,0.0,0.0,1.0,103.3,12.09,4,0.0,0.0,589251
2023-01-05 02:00:00,00000003550,20230105020000,0.088,0.092,0.012,0.0,0.0,0.0,1.0,104.55,13.64,4,0.0,0.0,589251
2023-01-05 03:00:00,00000003550,20230105030000,0.086,0.092,0.012,0.0,0.0,0.0,1.0,106.98,13.95,4,0.0,0.0,589251
2023-01-05 04:00:00,00000003550,20230105040000,0.084,0.09,0.013,0.0,0.0,0.0,1.0,107.14,15.48,4,0.0,0.0,589251
2023-01-05 05:00:00,00000003550,20230105050000,0.113,0.022,0.025,0.0,0.0,0.0,1.0,19.47,22.12,4,0.0,0.0,589251
2023-01-05 06:00:00,00000003550,20230105060000,0.152,0.147,0.001,0.0,0.0,0.0,1.0,96.71,0.66,4,0.0,0.0,589251
2023-01-05 07:00:00,00000003550,20230105070000,0.131,0.136,0.002,0.0,0.0,0.0,1.0,103.82,1.53,4,0.0,0.0,589251
2023-01-05 08:00:00,00000003550,20230105080000,0.088,0.089,0.011,0.0,0.0,0.0,1.0,101.14,12.5,4,0.0,0.0,589251
2023-01-05 09:00:00,00000003550,20230105090000,0.081,0.082,0.012,0.0,0.0,0.0,1.0,101.23,14.81,4,0.0,0.0,589251
2023-01-05 10:00:00,00000003550,20230105100000,0.08,0.08,0.013,0.0,0.0,0.0,1.0,100.0,16.25,4,0.0,0.0,589251
2023-01-05 11:00:00,00000003550,20230105110000,0.069,0.069,0.013,0.0,0.0,0.0,1.0,100.0,18.84,4,0.0,0.0,589251
2023-01-05 12:00:00,00000003550,20230105120000,0.106,0.074,0.014,0.0,0.0,0.0,1.0,69.81,13.21,4,0.0,0.0,589251
2023-01-05 13:00:00,00000003550,20230105130000,0.162,0.098,0.01,0.0,0.0,0.0,1.0,60.49,6.17,4,0.0,0.0,589251
2023-01-05 14:00:00,00000003550,20230105140000,0.146,0.147,0.0,0.0,0.0,0.0,1.0,100.68,0.0,4,0.0,0.0,589251
2023-01-05 15:00:00,00000003550,20230105150000,0.095,0.099,0.01,0.0,0.0,0.0,1.0,104.21,10.53,4,0.0,0.0,589251
2023-01-05 16:00:00,00000003550,20230105160000,0.09,0.094,0.011,0.0,0.0,0.0,1.0,104.44,12.22,4,0.0,0.0,589251
2023-01-05 17:00:00,00000003550,20230105170000,0.085,0.087,0.012,0.0,0.0,0.0,1.0,102.35,14.12,4,0.0,0.0,589251
2023-01-05 18:00:00,00000003550,20230105180000,0.085,0.084,0.012,0.0,0.0,0.0,1.0,98.82,14.12,4,0.0,0.0,589251
2023-01-05 19:00:00,00000003550,20230105190000,0.082,0.081,0.012,0.0,0.0,0.0,1.0,98.78,14.63,4,0.0,0.0,589251
2023-01-05 20:00:00,00000003550,20230105200000,0.128,0.033,0.022,0.0,0.0,0.0,1.0,25.78,17.19,4,0.0,0.0,589251
2023-01-05 21:00:00,00000003550,20230105210000,0.15,0.143,0.0,0.0,0.0,0.0,1.0,95.33,0.0,4,0.0,0.0,589251
2023-01-05 22:00:00,00000003550,20230105220000,0.093,0.094,0.01,0.0,0.0,0.0,1.0,101.08,10.75,4,0.0,0.0,589251
2023-01-05 23:00:00,00000003550,20230105230000,0.093,0.094,0.01,0.0,0.0,0.0,1.0,101.08,10.75,4,0.0,0.0,589251
2023-01-06 00:00:00,00000003550,20230106000000,0.081,0.084,0.014,0.0,0.0,0.0,1.0,103.7,17.28,4,0.0,0.0,589251
2023-01-06 01:00:00,00000003550,20230106010000,0.085,0.089,0.013,0.0,0.0,0.0,1.0,104.71,15.29,4,0.0,0.0,589251
2023-01-06 02:00:00,00000003550,20230106020000,0.084,0.09,0.013,0.0,0.0,0.0,1.0,107.14,15.48,4,0.0,0.0,589251
2023-01-06 03:00:00,00000003550,20230106030000,0.083,0.09,0.013,0.0,0.0,0.0,1.0,108.43,15.66,4,0.0,0.0,589251
2023-01-06 04:00:00,00000003550,20230106040000,0.165,0.072,0.015,0.0,0.0,0.0,1.0,43.64,9.09,4,0.0,0.0,589251
2023-01-06 05:00:00,00000003550,20230106050000,0.152,0.155,0.0,0.0,0.0,0.0,1.0,101.97,0.0,4,0.0,0.0,589251
2023-01-06 06:00:00,00000003550,20230106060000,0.094,0.1,0.011,0.0,0.0,0.0,1.0,106.38,11.7,4,0.0,0.0,589251
2023-01-06 07:00:00,00000003550,20230106070000,0.087,0.089,0.012,0.0,0.0,0.0,1.0,102.3,13.79,4,0.0,0.0,589251
2023-01-06 08:00:00,00000003550,20230106080000,0.083,0.085,0.012,0.0,0.0,0.0,1.0,102.41,14.46,4,0.0,0.0,589251
2023-01-06 09:00:00,00000003550,20230106090000,0.082,0.085,0.013,0.0,0.0,0.0,1.0,103.66,15.85,4,0.0,0.0,589251
2023-01-06 10:00:00,00000003550,20230106100000,0.081,0.083,0.012,0.0,0.0,0.0,1.0,102.47,14.81,4,0.0,0.0,589251
2023-01-06 11:00:00,00000003550,20230106110000,0.078,0.079,0.014,0.0,0.0,0.0,1.0,101.28,17.95,4,0.0,0.0,589251
2023-01-06 12:00:00,00000003550,20230106120000,0.168,0.071,0.015,0.0,0.0,0.0,1.0,42.26,8.93,4,0.0,0.0,589251
2023-01-06 13:00:00,00000003550,20230106130000,0.145,0.149,0.0,0.0,0.0,0.0,1.0,102.76,0.0,4,0.0,0.0,589251
2023-01-06 14:00:00,00000003550,20230106140000,0.094,0.097,0.01,0.0,0.0,0.0,1.0,103.19,10.64,4,0.0,0.0,589251
2023-01-06 15:00:00,00000003550,20230106150000,0.088,0.091,0.012,0.0,0.0,0.0,1.0,103.41,13.64,4,0.0,0.0,589251
2023-01-06 16:00:00,00000003550,20230106160000,0.084,0.087,0.012,0.0,0.0,0.0,1.0,103.57,14.29,4,0.0,0.0,589251
2023-01-06 17:00:00,00000003550,20230106170000,0.079,0.082,0.014,0.0,0.0,0.0,1.0,103.8,17.72,4,0.0,0.0,589251
2023-01-06 18:00:00,00000003550,20230106180000,0.081,0.082,0.012,0.0,0.0,0.0,1.0,101.23,14.81,4,0.0,0.0,589251
2023-01-06 19:00:00,00000003550,20230106190000,0.081,0.08,0.012,0.0,0.0,0.0,1.0,98.77,14.81,4,0.0,0.0,589251
2023-01-06 20:00:00,00000003550,20230106200000,0.169,0.067,0.015,0.0,0.0,0.0,1.0,39.64,8.88,4,0.0,0.0,589251
2023-01-06 21:00:00,00000003550,20230106210000,0.142,0.141,0.0,0.0,0.0,0.0,1.0,99.3,0.0,4,0.0,0.0,589251
