dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1672531200,2023-01-01 00:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.49,,282.91,284.03,283.7,285.2,1031,,,90,4.17,46,,,,,,28,802,Clouds,scattered clouds,03n
1672534800,2023-01-01 01:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.35,,282.77,283.88,283.57,285.05,1031,,,90,4.69,46,,,,,,24,801,Clouds,few clouds,02n
1672538400,2023-01-01 02:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.12,,282.55,283.62,283.29,284.84,1031,,,90,5.14,55,,,,,,30,802,Clouds,scattered clouds,03n
1672542000,2023-01-01 03:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.82,,282.58,283.34,283.11,284.6,1031,,,92,5.32,65,,,,,,42,802,Clouds,scattered clouds,03n
1672545600,2023-01-01 04:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.44,,282.52,282.98,282.66,284.3,1031,,,94,5.22,71,,,,,,64,803,Clouds,broken clouds,04n
1672549200,2023-01-01 05:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.11,,282.5,280.64,282.25,284.02,1032,,,96,5.12,66,,,,,,68,803,Clouds,broken clouds,04n
1672552800,2023-01-01 06:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,282.82,,282.52,280.27,279.33,283.68,1032,,,98,5.14,59,,,,,,71,803,Clouds,broken clouds,04d
1672556400,2023-01-01 07:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,282.47,,282.32,279.76,279.83,283.37,1032,,,99,5.35,57,,,,,,79,803,Clouds,broken clouds,04d
1672560000,2023-01-01 08:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,282.59,,282.29,279.85,280.63,283.3,1032,,,98,5.51,55,,,,,,80,803,Clouds,broken clouds,04d
1672563600,2023-01-01 09:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,282.77,,282.32,280.01,281.33,283.38,1032,,,97,5.69,50,,,,,,74,803,Clouds,broken clouds,04d
1672567200,2023-01-01 10:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.21,,281.97,282.67,282.53,283.79,1032,,,92,5.97,49,,,,,,64,803,Clouds,broken clouds,04d
1672570800,2023-01-01 11:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.55,,281.82,282.97,282.98,284.15,1032,,,89,6.32,46,,,,,,42,802,Clouds,scattered clouds,03d
1672574400,2023-01-01 12:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.96,,281.89,283.37,283.46,284.83,1031,,,87,6.39,47,,,,,,1,800,Clear,sky is clear,01d
1672578000,2023-01-01 13:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.33,,281.91,283.72,283.89,284.83,1031,,,85,6.23,49,,,,,,0,800,Clear,sky is clear,01d
1672581600,2023-01-01 14:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.58,,281.8,283.95,283.83,284.88,1031,,,83,5.94,50,,,,,,0,800,Clear,sky is clear,01d
1672585200,2023-01-01 15:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.63,,281.85,284,282.83,284.96,1031,,,83,5.63,52,,,,,,0,800,Clear,sky is clear,01d
1672588800,2023-01-01 16:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.51,,281.73,283.87,282.93,284.94,1031,,,83,5.54,54,,,,,,0,800,Clear,sky is clear,01n
1672592400,2023-01-01 17:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.32,,281.72,283.69,282.33,284.84,1032,,,84,5.46,58,,,,,,0,800,Clear,sky is clear,01n
1672596000,2023-01-01 18:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.15,,281.55,283.5,283.47,284.69,1032,,,84,5.32,60,,,,,,0,800,Clear,sky is clear,01n
1672599600,2023-01-01 19:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.99,,281.22,283.3,283.25,284.55,1031,,,83,5.08,63,,,,,,0,800,Clear,sky is clear,01n
1672603200,2023-01-01 20:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.79,,280.85,283.05,282.92,284.39,1032,,,82,4.69,62,,,,,,1,800,Clear,sky is clear,01n
1672606800,2023-01-01 21:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.66,,280.54,282.88,282.69,284.28,1032,,,81,4.27,58,,,,,,0,800,Clear,sky is clear,01n
1672610400,2023-01-01 22:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.72,,281.13,283.03,282.57,284.41,1032,,,84,4.61,60,,,,,,0,800,Clear,sky is clear,01n
1672614000,2023-01-01 23:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.64,,281.23,282.96,282.41,284.37,1031,,,85,4.7,46,,,,,,1,800,Clear,sky is clear,01n
1672617600,2023-01-02 00:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.57,,281.33,282.91,282.33,284.28,1031,,,86,5.34,40,,,,,,3,800,Clear,sky is clear,01n
1672621200,2023-01-02 01:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.52,,281.28,282.86,282.25,284.24,1031,,,86,5.76,41,,,,,,17,801,Clouds,few clouds,02n
1672624800,2023-01-02 02:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.39,,281.32,282.74,282,284.2,1031,,,87,5.78,48,,,,,,25,802,Clouds,scattered clouds,03n
1672628400,2023-01-02 03:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.14,,281.41,280.51,281.82,283.97,1031,,,89,5.61,57,,,,,,26,802,Clouds,scattered clouds,03n
1672632000,2023-01-02 04:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,282.81,,281.58,280.16,281.5,283.73,1031,,,92,5.41,62,,,,,,28,802,Clouds,scattered clouds,03n
1672635600,2023-01-02 05:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,273.83,,273,268.97,273.83,273.83,1031,,,94,5.2,65,,,,,,48,802,Clouds,scattered clouds,03n
1672639200,2023-01-02 06:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,277.91,10000,277.91,276.77,273.83,277.91,1031,,,100,1.54,160,,,,,,0,800,Clear,sky is clear,01d
1672642800,2023-01-02 07:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,278.91,10000,278.91,278.91,274.83,278.91,1031,,,100,1.03,0,,,,,,0,800,Clear,sky is clear,01d
1672646400,2023-01-02 08:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,278.83,,278.09,275.67,278.83,279.33,1032,,,95,4.32,58,,,,,,74,803,Clouds,broken clouds,04d
1672650000,2023-01-02 09:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,280.83,,279.93,278.21,280.83,281.03,1032,,,94,4.19,51,,,,,,74,803,Clouds,broken clouds,04d
1672653600,2023-01-02 10:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,282.83,,281.11,280.65,282.33,282.83,1031,,,89,4.25,51,,,,,,74,803,Clouds,broken clouds,04d
1672657200,2023-01-02 11:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.83,,281.76,283.23,283.43,283.83,1031,,,87,3.92,48,,,,,,74,803,Clouds,broken clouds,04d
1672660800,2023-01-02 12:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,286.91,10000,281.96,286.22,284.53,286.91,1030,,,72,3.6,350,,,,,,0,800,Clear,sky is clear,01d
1672664400,2023-01-02 13:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,285.91,10000,281.79,285.23,284.83,285.91,1030,,,76,4.12,340,,,,,,0,800,Clear,sky is clear,01d
1672668000,2023-01-02 14:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.02,,280.53,283.23,283.56,284.76,1029,,,79,3.31,37,,,,,,0,800,Clear,sky is clear,01d
1672671600,2023-01-02 15:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.03,,280.54,283.24,282.93,284.27,1029,,,79,3.17,36,,,,,,0,800,Clear,sky is clear,01d
1672675200,2023-01-02 16:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.04,,280.55,283.25,281.23,284.39,1029,,,79,2.83,40,,,,,,0,800,Clear,sky is clear,01n
1672678800,2023-01-02 17:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.93,,280.62,283.15,280.63,284.47,1030,,,80,2.41,47,,,,,,0,800,Clear,sky is clear,01n
1672682400,2023-01-02 18:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.89,,280.58,283.11,280.13,284.48,1029,,,80,1.95,50,,,,,,0,800,Clear,sky is clear,01n
1672686000,2023-01-02 19:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.78,,280.66,283.01,282.87,284.44,1029,,,81,1.7,42,,,,,,0,800,Clear,sky is clear,01n
1672689600,2023-01-02 20:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.63,,280.87,282.9,282.53,284.36,1029,,,83,1.76,33,,,,,,0,800,Clear,sky is clear,01n
1672693200,2023-01-02 21:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.5,,280.92,282.78,282.28,284.29,1029,,,84,1.63,36,,,,,,24,801,Clouds,few clouds,02n
1672696800,2023-01-02 22:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.02,,280.62,282.56,281.7,283.88,1029,,,85,1.59,42,,,,,,23,801,Clouds,few clouds,02n
1672700400,2023-01-02 23:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,282.87,,280.64,282.87,281.44,283.82,1029,,,86,1.33,32,,,,,,22,801,Clouds,few clouds,02n
1672704000,2023-01-03 00:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,282.82,,280.93,282.82,281.45,283.81,1029,,,88,1.04,18,,,,,,23,801,Clouds,few clouds,02n
1672707600,2023-01-03 01:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,282.8,,281.08,282.8,281.46,283.81,1028,,,89,0.85,346,,,,,,28,802,Clouds,scattered clouds,03n
1672711200,2023-01-03 02:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,282.73,,281.17,282.73,281.34,283.79,1028,,,90,0.44,298,,,,,,28,802,Clouds,scattered clouds,03n
1672714800,2023-01-03 03:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,282.68,,281.12,282.68,281.25,283.74,1028,,,90,0.64,200,,,,,,34,802,Clouds,scattered clouds,03n
1672718400,2023-01-03 04:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,282.68,,281.29,282.42,281.25,283.75,1028,,,91,1.36,192,,,,,,51,803,Clouds,broken clouds,04n
1672722000,2023-01-03 05:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,274.91,10000,274.91,273.34,272.83,274.91,1028,,,100,1.54,0,,,,,,0,800,Clear,sky is clear,01n
1672725600,2023-01-03 06:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,274.91,10000,274.91,272.67,273.83,274.91,1028,,,100,2.06,0,,,,,,0,800,Clear,sky is clear,01d
1672729200,2023-01-03 07:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,274.83,,273.21,272.27,274.83,275.53,1029,,,89,2.35,223,,,,,,27,802,Clouds,scattered clouds,03d
1672732800,2023-01-03 08:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,277.83,,275.85,275.69,277.83,278.23,1028,,,87,2.48,236,,,,,,45,802,Clouds,scattered clouds,03d
1672736400,2023-01-03 09:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,281.83,,279.45,280.26,281.53,281.83,1029,,,85,2.71,247,,,,,,75,803,Clouds,broken clouds,04d
1672740000,2023-01-03 10:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,286.91,10000,282.95,286.35,283.93,286.91,1028,,,77,4.12,0,,,,,,0,800,Clear,sky is clear,01d
1672743600,2023-01-03 11:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,286.91,10000,282.95,286.35,285.13,286.91,1027,,,77,4.12,0,,,,,,0,800,Clear,sky is clear,01d
1672747200,2023-01-03 12:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,288.91,10000,282.8,288.29,285.53,288.91,1027,,,67,2.06,250,,,,,,0,800,Clear,sky is clear,01d
1672750800,2023-01-03 13:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,287.91,10000,282.92,287.32,286.03,287.91,1026,,,72,2.06,220,,,,,,0,800,Clear,sky is clear,01d
1672754400,2023-01-03 14:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.7,,281.92,284.08,284.37,285.83,1026,,,83,3.18,253,,,,,,100,804,Clouds,overcast clouds,04d
1672758000,2023-01-03 15:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.72,,281.94,284.1,284.44,285.06,1026,,,83,2.9,249,,,,,,100,804,Clouds,overcast clouds,04d
1672761600,2023-01-03 16:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.77,,281.98,284.15,283.23,285.21,1026,,,83,2.75,245,,,,,,100,804,Clouds,overcast clouds,04n
1672765200,2023-01-03 17:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.83,,282.04,284.22,282.13,285.32,1026,,,83,2.58,245,,,,,,100,804,Clouds,overcast clouds,04n
1672768800,2023-01-03 18:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.88,,282.09,284.28,280.33,285.37,1026,,,83,2.48,244,,,,,,100,804,Clouds,overcast clouds,04n
1672772400,2023-01-03 19:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.9,,282.11,284.3,284.25,285.43,1026,,,83,2.39,249,,,,,,100,804,Clouds,overcast clouds,04n
1672776000,2023-01-03 20:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.89,,282.1,284.29,284.06,285.46,1026,,,83,2.19,261,,,,,,98,804,Clouds,overcast clouds,04n
1672779600,2023-01-03 21:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.89,,282.1,284.29,283.95,285.46,1026,,,83,1.97,269,,,,,,100,804,Clouds,overcast clouds,04n
1672783200,2023-01-03 22:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,285.13,,282.16,284.52,284.13,285.83,1026,,,82,1.25,224,,,,,,100,804,Clouds,overcast clouds,04n
1672786800,2023-01-03 23:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,285.13,,282.16,284.52,284.14,285.85,1026,,,82,1.01,229,,,,,,98,804,Clouds,overcast clouds,04n
1672790400,2023-01-04 00:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.98,,282.19,284.39,283.93,285.73,1026,,,83,0.81,239,,,,,,100,804,Clouds,overcast clouds,04n
1672794000,2023-01-04 01:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.76,,282.33,284.2,283.6,285.54,1026,,,85,0.29,168,,,,,,96,804,Clouds,overcast clouds,04n
1672797600,2023-01-04 02:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.56,,282.65,284.05,283.32,285.41,1026,,,88,0.8,112,,,,,,98,804,Clouds,overcast clouds,04n
1672801200,2023-01-04 03:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.36,,282.62,283.86,283.14,285.23,1025,,,89,0.91,94,,,,,,85,804,Clouds,overcast clouds,04n
1672804800,2023-01-04 04:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.2,,282.62,283.71,282.9,285.07,1026,,,90,1.11,59,,,,,,67,803,Clouds,broken clouds,04n
1672808400,2023-01-04 05:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,281.91,10000,281.91,281.91,280.83,281.91,1026,,,100,0.51,0,,,,,,40,802,Clouds,scattered clouds,03n
1672812000,2023-01-04 06:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,280.91,10000,280.91,280.91,280.83,282.03,1026,,,100,1.03,0,,,,,,40,802,Clouds,scattered clouds,03d
1672815600,2023-01-04 07:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,281.91,10000,281.91,281.91,281.83,281.93,1026,,,100,1.03,0,,,,,,20,801,Clouds,few clouds,02d
1672819200,2023-01-04 08:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.91,10000,284.91,284.75,283.33,284.91,1027,,,100,0.51,0,,,,,,20,801,Clouds,few clouds,02d
1672822800,2023-01-04 09:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,285.91,10000,283.97,285.54,284.83,285.91,1027,,,88,2.57,60,,,,,,40,802,Clouds,scattered clouds,03d
1672826400,2023-01-04 10:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,285.91,10000,283.97,285.54,285.03,285.91,1026,,,88,3.6,60,,,,,,40,802,Clouds,scattered clouds,03d
1672830000,2023-01-04 11:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,285.91,10000,282.92,285.38,285.83,286.13,1026,,,82,4.63,350,,,,,,40,802,Clouds,scattered clouds,03d
1672833600,2023-01-04 12:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,285.91,10000,283.97,285.54,285.91,286.83,1025,,,88,5.14,0,,,,,,40,802,Clouds,scattered clouds,03d
1672837200,2023-01-04 13:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,285.91,10000,282.92,285.38,285.83,286.13,1025,,,82,5.66,0,,,,,,40,802,Clouds,scattered clouds,03d
1672840800,2023-01-04 14:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,285.15,,281.81,284.49,284.83,285.5,1025,,,80,7.69,52,,,,,,13,801,Clouds,few clouds,02d
1672844400,2023-01-04 15:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,285.24,,281.9,284.59,283.83,285.41,1025,,,80,8.32,58,,,,,,29,802,Clouds,scattered clouds,03d
1672848000,2023-01-04 16:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,285.05,,281.9,284.41,283.23,285.19,1026,,,81,8.59,62,,,,,,42,802,Clouds,scattered clouds,03n
1672851600,2023-01-04 17:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.78,,281.81,284.14,283.73,285.1,1026,,,82,8.6,64,,,,,,33,802,Clouds,scattered clouds,03n
1672855200,2023-01-04 18:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.63,,281.85,284,283.73,284.98,1026,,,83,8.72,66,,,,,,61,803,Clouds,broken clouds,04n
1672858800,2023-01-04 19:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.51,,281.73,283.87,283.83,284.81,1026,,,83,8.78,64,,,,,,54,803,Clouds,broken clouds,04n
1672862400,2023-01-04 20:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.4,,281.8,283.77,283.83,284.62,1026,,,84,8.76,60,,,,,,63,803,Clouds,broken clouds,04n
1672866000,2023-01-04 21:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.27,,281.85,283.66,283.83,284.47,1026,,,85,8.49,57,,,,,,37,802,Clouds,scattered clouds,03n
1672869600,2023-01-04 22:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.03,,281.44,283.37,283.83,284.29,1026,,,84,8.3,56,,,,,,49,802,Clouds,scattered clouds,03n
1672873200,2023-01-04 23:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.88,,281.46,283.23,283.7,284.17,1026,,,85,7.75,55,,,,,,37,802,Clouds,scattered clouds,03n
1672876800,2023-01-05 00:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.68,,281.27,283.01,283.46,284.02,1025,,,85,7.09,54,,,,,,32,802,Clouds,scattered clouds,03n
1672880400,2023-01-05 01:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.56,,281.49,282.93,283.33,283.92,1025,,,87,6.99,48,,,,,,37,802,Clouds,scattered clouds,03n
1672884000,2023-01-05 02:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.39,,281.49,282.77,282.83,283.77,1024,,,88,7.12,45,,,,,,35,802,Clouds,scattered clouds,03n
1672887600,2023-01-05 03:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.26,,281.36,282.62,281.83,283.66,1024,,,88,6.96,46,,,,,,39,802,Clouds,scattered clouds,03n
1672891200,2023-01-05 04:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.13,,281.24,280.22,282.92,283.56,1024,,,88,6.47,46,,,,,,45,802,Clouds,scattered clouds,03n
1672894800,2023-01-05 05:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,278.83,,277,274.98,278.83,278.83,1024,,,88,5.82,45,,,,,,42,802,Clouds,scattered clouds,03n
1672898400,2023-01-05 06:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.91,10000,281.84,283.31,281.33,283.91,1024,,,87,3.09,340,,,,,,75,803,Clouds,broken clouds,04d
1672902000,2023-01-05 07:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,283.91,10000,281.84,283.31,278.83,283.91,1024,,,87,0.51,0,,,,,,40,802,Clouds,scattered clouds,03d
1672905600,2023-01-05 08:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.91,10000,282.82,284.41,281.83,284.91,1023,,,87,1.03,0,,,,,,0,800,Clear,sky is clear,01d
1672909200,2023-01-05 09:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,286.91,10000,282.95,286.35,284.83,286.91,1023,,,77,2.06,0,,,,,,0,800,Clear,sky is clear,01d
1672912800,2023-01-05 10:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,286.91,10000,282.95,286.35,285.03,286.91,1022,,,77,2.57,10,,,,,,0,800,Clear,sky is clear,01d
1672916400,2023-01-05 11:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,286.91,10000,282.95,286.35,286.13,286.91,1021,,,77,2.06,30,,,,,,0,800,Clear,sky is clear,01d
1672920000,2023-01-05 12:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,287.91,10000,280.95,287.09,286.53,287.91,1020,,,63,2.06,0,,,,,,0,800,Clear,sky is clear,01d
1672923600,2023-01-05 13:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,286.91,10000,281.96,286.22,286.83,286.91,1020,,,72,2.06,0,,,,,,0,800,Clear,sky is clear,01d
1672927200,2023-01-05 14:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.72,,280.64,283.92,284.35,285.83,1019,,,76,2.03,242,,,,,,9,800,Clear,sky is clear,01d
1672930800,2023-01-05 15:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.83,,280.94,284.06,284.64,285.33,1019,,,77,2.73,245,,,,,,21,801,Clouds,few clouds,02d
1672934400,2023-01-05 16:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.95,,281.43,284.25,283.73,285.24,1019,,,79,3.29,228,,,,,,38,802,Clouds,scattered clouds,03n
1672938000,2023-01-05 17:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,285.22,,282.06,284.6,283.63,285.74,1019,,,81,4.43,223,,,,,,42,802,Clouds,scattered clouds,03n
1672941600,2023-01-05 18:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,285.65,,282.66,285.1,283.53,286.2,1019,,,82,5.07,230,,,,,,44,802,Clouds,scattered clouds,03n
1672945200,2023-01-05 19:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,286,,283.19,285.51,285.44,286.57,1019,,,83,4.91,231,,,,,,42,802,Clouds,scattered clouds,03n
1672948800,2023-01-05 20:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,286.09,,283.63,285.66,285.56,286.66,1019,,,85,4.68,237,,,,,,32,802,Clouds,scattered clouds,03n
1672952400,2023-01-05 21:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,286.25,,283.79,285.83,285.82,286.78,1019,,,85,4.91,244,,,,,,29,802,Clouds,scattered clouds,03n
1672956000,2023-01-05 22:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,286.49,,284.02,286.1,286.08,287.04,1019,,,85,5.31,253,,,,,,21,801,Clouds,few clouds,02n
1672959600,2023-01-05 23:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,286.49,,284.02,286.1,286.15,287.01,1019,,,85,5.4,256,,,,,,25,802,Clouds,scattered clouds,03n
1672963200,2023-01-06 00:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,286.51,,284.04,286.12,286.17,287.04,1019,,,85,5.11,257,,,,,,29,802,Clouds,scattered clouds,03n
1672966800,2023-01-06 01:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,286.51,,284.04,286.12,286.14,287.07,1019,,,85,4.7,258,,,,,,29,802,Clouds,scattered clouds,03n
1672970400,2023-01-06 02:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,286.5,,284.21,286.14,286.15,287.05,1019,,,86,4.18,255,,,,,,30,802,Clouds,scattered clouds,03n
1672974000,2023-01-06 03:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,286.44,,284.15,286.07,286.06,287,1019,,,86,4.01,254,,,,,,11,801,Clouds,few clouds,02n
1672977600,2023-01-06 04:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,286.4,,284.11,286.03,286.06,286.95,1019,,,86,3.65,255,,,,,,7,800,Clear,sky is clear,01n
1672981200,2023-01-06 05:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,277.91,6000,277.91,276.77,277.91,278.83,1019,,,100,1.54,160,,,,,,2,800,Clear,sky is clear,01n
1672984800,2023-01-06 06:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,279.91,10000,279.91,279.06,279.83,280.93,1020,,,100,1.54,320,,,,,,0,800,Clear,sky is clear,01d
1672988400,2023-01-06 07:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,280.91,10000,280.91,280.91,279.83,281.13,1020,,,100,1.03,0,,,,,,0,800,Clear,sky is clear,01d
1672992000,2023-01-06 08:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,282.83,,280.94,282.14,282.83,283.23,1021,,,88,1.8,241,,,,,,7,800,Clear,sky is clear,01d
1672995600,2023-01-06 09:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,284.83,,283.08,284.38,284.83,285.13,1021,,,89,1.09,254,,,,,,10,800,Clear,sky is clear,01d
1672999200,2023-01-06 10:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,289.91,10000,284.84,289.52,287.33,289.91,1021,,,72,3.6,0,,,,,,40,802,Clouds,scattered clouds,03d
1673002800,2023-01-06 11:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,288.91,10000,284.89,288.55,287.43,288.91,1021,,,77,4.12,30,,,,,,40,802,Clouds,scattered clouds,03d
1673006400,2023-01-06 12:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,288.91,10000,284.89,288.55,287.83,288.93,1021,,,77,3.09,20,,,,,,40,802,Clouds,scattered clouds,03d
1673010000,2023-01-06 13:00:00 +0000 UTC,10800,Gökçeada,40.194005,25.904718,287.91,10000,284.87,287.58,287.63,288.83,1020,,,82,2.06,0,,,,,,20,801,Clouds,few clouds,02d
